sample_id,formula,reduced_formula,anonymous_formula,element_set,n_unique_elements,elements_json,element_counts_json,n_sites,target
121,Ni1 Pd1 N1 O2,NiPdNO2,ABCD2,N-Ni-O-Pd,4,"[""N"", ""Ni"", ""O"", ""Pd""]","{""N"": 1.0, ""Ni"": 1.0, ""O"": 2.0, ""Pd"": 1.0}",5,2.18
122,Al1 Sb1 N1 O2,AlSbNO2,ABCD2,Al-N-O-Sb,4,"[""Al"", ""N"", ""O"", ""Sb""]","{""Al"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Sb"": 1.0}",5,0.94
123,Hf1 Pd1 N2 O1,HfPdN2O,ABCD2,Hf-N-O-Pd,4,"[""Hf"", ""N"", ""O"", ""Pd""]","{""Hf"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Pd"": 1.0}",5,1.0
124,Sn1 Ge1 N2 O1,SnGeN2O,ABCD2,Ge-N-O-Sn,4,"[""Ge"", ""N"", ""O"", ""Sn""]","{""Ge"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Sn"": 1.0}",5,1.1
125,Pb1 W1 N1 O1 F1,PbWNOF,ABCDE,F-N-O-Pb-W,5,"[""F"", ""N"", ""O"", ""Pb"", ""W""]","{""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Pb"": 1.0, ""W"": 1.0}",5,0.54
126,Rb1 Tl1 N1 O1 F1,RbTlNOF,ABCDE,F-N-O-Rb-Tl,5,"[""F"", ""N"", ""O"", ""Rb"", ""Tl""]","{""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Rb"": 1.0, ""Tl"": 1.0}",5,1.38
127,Ti1 Sn1 S1 O2,TiSnSO2,ABCD2,O-S-Sn-Ti,4,"[""O"", ""S"", ""Sn"", ""Ti""]","{""O"": 2.0, ""S"": 1.0, ""Sn"": 1.0, ""Ti"": 1.0}",5,0.48
128,Cd1 Mo1 N1 O1 F1,CdMoNOF,ABCDE,Cd-F-Mo-N-O,5,"[""Cd"", ""F"", ""Mo"", ""N"", ""O""]","{""Cd"": 1.0, ""F"": 1.0, ""Mo"": 1.0, ""N"": 1.0, ""O"": 1.0}",5,1.9
129,As1 Ru1 N3,AsRuN3,ABC3,As-N-Ru,3,"[""As"", ""N"", ""Ru""]","{""As"": 1.0, ""N"": 3.0, ""Ru"": 1.0}",5,1.78
130,Na1 Y1 S1 O2,NaYSO2,ABCD2,Na-O-S-Y,4,"[""Na"", ""O"", ""S"", ""Y""]","{""Na"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Y"": 1.0}",5,1.02
131,Y1 Sb1 N3,YSbN3,ABC3,N-Sb-Y,3,"[""N"", ""Sb"", ""Y""]","{""N"": 3.0, ""Sb"": 1.0, ""Y"": 1.0}",5,1.92
132,Mg1 In1 O3,MgInO3,ABC3,In-Mg-O,3,"[""In"", ""Mg"", ""O""]","{""In"": 1.0, ""Mg"": 1.0, ""O"": 3.0}",5,1.02
133,Ge1 Rh1 O2 F1,GeRhO2F,ABCD2,F-Ge-O-Rh,4,"[""F"", ""Ge"", ""O"", ""Rh""]","{""F"": 1.0, ""Ge"": 1.0, ""O"": 2.0, ""Rh"": 1.0}",5,1.14
134,V1 Ga1 N1 O1 F1,VGaNOF,ABCDE,F-Ga-N-O-V,5,"[""F"", ""Ga"", ""N"", ""O"", ""V""]","{""F"": 1.0, ""Ga"": 1.0, ""N"": 1.0, ""O"": 1.0, ""V"": 1.0}",5,0.56
135,Ta1 B1 N2 O1,TaBN2O,ABCD2,B-N-O-Ta,4,"[""B"", ""N"", ""O"", ""Ta""]","{""B"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Ta"": 1.0}",5,1.5
136,Mn1 Hg1 O2 F1,MnHgO2F,ABCD2,F-Hg-Mn-O,4,"[""F"", ""Hg"", ""Mn"", ""O""]","{""F"": 1.0, ""Hg"": 1.0, ""Mn"": 1.0, ""O"": 2.0}",5,1.5
137,Ba1 Pb1 S1 O2,BaPbSO2,ABCD2,Ba-O-Pb-S,4,"[""Ba"", ""O"", ""Pb"", ""S""]","{""Ba"": 1.0, ""O"": 2.0, ""Pb"": 1.0, ""S"": 1.0}",5,1.6
138,V1 Sn1 N1 O2,VSnNO2,ABCD2,N-O-Sn-V,4,"[""N"", ""O"", ""Sn"", ""V""]","{""N"": 1.0, ""O"": 2.0, ""Sn"": 1.0, ""V"": 1.0}",5,0.44
139,K1 Sn1 N2 O1,KSnN2O,ABCD2,K-N-O-Sn,4,"[""K"", ""N"", ""O"", ""Sn""]","{""K"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Sn"": 1.0}",5,3.26
140,La1 V1 O3,LaVO3,ABC3,La-O-V,3,"[""La"", ""O"", ""V""]","{""La"": 1.0, ""O"": 3.0, ""V"": 1.0}",5,0.88
141,Ag1 Hg1 O2 F1,AgHgO2F,ABCD2,Ag-F-Hg-O,4,"[""Ag"", ""F"", ""Hg"", ""O""]","{""Ag"": 1.0, ""F"": 1.0, ""Hg"": 1.0, ""O"": 2.0}",5,1.42
142,Li1 Rh1 N3,LiRhN3,ABC3,Li-N-Rh,3,"[""Li"", ""N"", ""Rh""]","{""Li"": 1.0, ""N"": 3.0, ""Rh"": 1.0}",5,2.02
143,Sr1 Cr1 N2 O1,SrCrN2O,ABCD2,Cr-N-O-Sr,4,"[""Cr"", ""N"", ""O"", ""Sr""]","{""Cr"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Sr"": 1.0}",5,3.14
144,Mg1 Ru1 N2 O1,MgRuN2O,ABCD2,Mg-N-O-Ru,4,"[""Mg"", ""N"", ""O"", ""Ru""]","{""Mg"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Ru"": 1.0}",5,2.52
145,Fe1 Sn1 N2 O1,FeSnN2O,ABCD2,Fe-N-O-Sn,4,"[""Fe"", ""N"", ""O"", ""Sn""]","{""Fe"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Sn"": 1.0}",5,1.1
146,Mg1 Cd1 N3,MgCdN3,ABC3,Cd-Mg-N,3,"[""Cd"", ""Mg"", ""N""]","{""Cd"": 1.0, ""Mg"": 1.0, ""N"": 3.0}",5,2.4
147,Y1 Pt1 N2 O1,YPtN2O,ABCD2,N-O-Pt-Y,4,"[""N"", ""O"", ""Pt"", ""Y""]","{""N"": 2.0, ""O"": 1.0, ""Pt"": 1.0, ""Y"": 1.0}",5,1.36
148,Fe1 B1 O3,FeBO3,ABC3,B-Fe-O,3,"[""B"", ""Fe"", ""O""]","{""B"": 1.0, ""Fe"": 1.0, ""O"": 3.0}",5,2.24
149,Hg1 Bi1 N3,HgBiN3,ABC3,Bi-Hg-N,3,"[""Bi"", ""Hg"", ""N""]","{""Bi"": 1.0, ""Hg"": 1.0, ""N"": 3.0}",5,2.22
150,Nb1 In1 N2 O1,NbInN2O,ABCD2,In-N-Nb-O,4,"[""In"", ""N"", ""Nb"", ""O""]","{""In"": 1.0, ""N"": 2.0, ""Nb"": 1.0, ""O"": 1.0}",5,1.26
151,V1 Au1 O2 F1,VAuO2F,ABCD2,Au-F-O-V,4,"[""Au"", ""F"", ""O"", ""V""]","{""Au"": 1.0, ""F"": 1.0, ""O"": 2.0, ""V"": 1.0}",5,0.66
152,Sn1 Pd1 O2 F1,SnPdO2F,ABCD2,F-O-Pd-Sn,4,"[""F"", ""O"", ""Pd"", ""Sn""]","{""F"": 1.0, ""O"": 2.0, ""Pd"": 1.0, ""Sn"": 1.0}",5,1.0
153,Re1 Bi1 S1 O2,ReBiSO2,ABCD2,Bi-O-Re-S,4,"[""Bi"", ""O"", ""Re"", ""S""]","{""Bi"": 1.0, ""O"": 2.0, ""Re"": 1.0, ""S"": 1.0}",5,1.44
154,Be1 Pt1 O2 F1,BePtO2F,ABCD2,Be-F-O-Pt,4,"[""Be"", ""F"", ""O"", ""Pt""]","{""Be"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Pt"": 1.0}",5,1.64
155,La1 W1 O3,LaWO3,ABC3,La-O-W,3,"[""La"", ""O"", ""W""]","{""La"": 1.0, ""O"": 3.0, ""W"": 1.0}",5,1.28
156,Ca1 Pb1 S1 O2,CaPbSO2,ABCD2,Ca-O-Pb-S,4,"[""Ca"", ""O"", ""Pb"", ""S""]","{""Ca"": 1.0, ""O"": 2.0, ""Pb"": 1.0, ""S"": 1.0}",5,1.46
157,Fe1 Pt1 N1 O1 F1,FePtNOF,ABCDE,F-Fe-N-O-Pt,5,"[""F"", ""Fe"", ""N"", ""O"", ""Pt""]","{""F"": 1.0, ""Fe"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Pt"": 1.0}",5,1.78
158,Ca2 N3,Ca2N3,A2B3,Ca-N,2,"[""Ca"", ""N""]","{""Ca"": 2.0, ""N"": 3.0}",5,2.48
159,Rb1 Y1 N3,RbYN3,ABC3,N-Rb-Y,3,"[""N"", ""Rb"", ""Y""]","{""N"": 3.0, ""Rb"": 1.0, ""Y"": 1.0}",5,2.16
160,Pd1 Rh1 N1 O2,PdRhNO2,ABCD2,N-O-Pd-Rh,4,"[""N"", ""O"", ""Pd"", ""Rh""]","{""N"": 1.0, ""O"": 2.0, ""Pd"": 1.0, ""Rh"": 1.0}",5,1.78
161,Cs1 Te1 N3,CsTeN3,ABC3,Cs-N-Te,3,"[""Cs"", ""N"", ""Te""]","{""Cs"": 1.0, ""N"": 3.0, ""Te"": 1.0}",5,3.9
162,Ta1 Zn1 N2 O1,TaZnN2O,ABCD2,N-O-Ta-Zn,4,"[""N"", ""O"", ""Ta"", ""Zn""]","{""N"": 2.0, ""O"": 1.0, ""Ta"": 1.0, ""Zn"": 1.0}",5,0.64
163,Cu1 Rh1 S1 O2,CuRhSO2,ABCD2,Cu-O-Rh-S,4,"[""Cu"", ""O"", ""Rh"", ""S""]","{""Cu"": 1.0, ""O"": 2.0, ""Rh"": 1.0, ""S"": 1.0}",5,1.1
164,Be1 Si1 N3,BeSiN3,ABC3,Be-N-Si,3,"[""Be"", ""N"", ""Si""]","{""Be"": 1.0, ""N"": 3.0, ""Si"": 1.0}",5,1.86
165,Hf1 Mn1 N1 O1 F1,HfMnNOF,ABCDE,F-Hf-Mn-N-O,5,"[""F"", ""Hf"", ""Mn"", ""N"", ""O""]","{""F"": 1.0, ""Hf"": 1.0, ""Mn"": 1.0, ""N"": 1.0, ""O"": 1.0}",5,1.4
166,Zn1 Ir1 N1 O2,ZnIrNO2,ABCD2,Ir-N-O-Zn,4,"[""Ir"", ""N"", ""O"", ""Zn""]","{""Ir"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Zn"": 1.0}",5,1.44
167,Li1 Ag1 N3,LiAgN3,ABC3,Ag-Li-N,3,"[""Ag"", ""Li"", ""N""]","{""Ag"": 1.0, ""Li"": 1.0, ""N"": 3.0}",5,2.62
168,Co1 Sb1 N2 O1,CoSbN2O,ABCD2,Co-N-O-Sb,4,"[""Co"", ""N"", ""O"", ""Sb""]","{""Co"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Sb"": 1.0}",5,1.14
169,Ti1 Ag1 O2 F1,TiAgO2F,ABCD2,Ag-F-O-Ti,4,"[""Ag"", ""F"", ""O"", ""Ti""]","{""Ag"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Ti"": 1.0}",5,-0.04
170,Re1 B1 N1 O1 F1,ReBNOF,ABCDE,B-F-N-O-Re,5,"[""B"", ""F"", ""N"", ""O"", ""Re""]","{""B"": 1.0, ""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Re"": 1.0}",5,1.92
171,Ni1 Bi1 O3,NiBiO3,ABC3,Bi-Ni-O,3,"[""Bi"", ""Ni"", ""O""]","{""Bi"": 1.0, ""Ni"": 1.0, ""O"": 3.0}",5,0.72
172,Ga1 Re1 N3,GaReN3,ABC3,Ga-N-Re,3,"[""Ga"", ""N"", ""Re""]","{""Ga"": 1.0, ""N"": 3.0, ""Re"": 1.0}",5,0.9
173,Ti1 Mn1 O2 F1,TiMnO2F,ABCD2,F-Mn-O-Ti,4,"[""F"", ""Mn"", ""O"", ""Ti""]","{""F"": 1.0, ""Mn"": 1.0, ""O"": 2.0, ""Ti"": 1.0}",5,0.44
174,Be1 Ru1 S1 O2,BeRuSO2,ABCD2,Be-O-Ru-S,4,"[""Be"", ""O"", ""Ru"", ""S""]","{""Be"": 1.0, ""O"": 2.0, ""Ru"": 1.0, ""S"": 1.0}",5,1.52
175,Rb1 Rh1 N2 O1,RbRhN2O,ABCD2,N-O-Rb-Rh,4,"[""N"", ""O"", ""Rb"", ""Rh""]","{""N"": 2.0, ""O"": 1.0, ""Rb"": 1.0, ""Rh"": 1.0}",5,2.02
176,Bi1 Pd1 O2 F1,BiPdO2F,ABCD2,Bi-F-O-Pd,4,"[""Bi"", ""F"", ""O"", ""Pd""]","{""Bi"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Pd"": 1.0}",5,1.12
177,Rb1 Ru1 N1 O2,RbRuNO2,ABCD2,N-O-Rb-Ru,4,"[""N"", ""O"", ""Rb"", ""Ru""]","{""N"": 1.0, ""O"": 2.0, ""Rb"": 1.0, ""Ru"": 1.0}",5,0.88
178,Ti1 As1 N1 O2,TiAsNO2,ABCD2,As-N-O-Ti,4,"[""As"", ""N"", ""O"", ""Ti""]","{""As"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Ti"": 1.0}",5,1.2
179,Rb1 Ti1 S1 O2,RbTiSO2,ABCD2,O-Rb-S-Ti,4,"[""O"", ""Rb"", ""S"", ""Ti""]","{""O"": 2.0, ""Rb"": 1.0, ""S"": 1.0, ""Ti"": 1.0}",5,3.44
180,Si2 O2 F1,Si2O2F,AB2C2,F-O-Si,3,"[""F"", ""O"", ""Si""]","{""F"": 1.0, ""O"": 2.0, ""Si"": 2.0}",5,1.36
181,Nb1 Pd1 N1 O1 F1,NbPdNOF,ABCDE,F-N-Nb-O-Pd,5,"[""F"", ""N"", ""Nb"", ""O"", ""Pd""]","{""F"": 1.0, ""N"": 1.0, ""Nb"": 1.0, ""O"": 1.0, ""Pd"": 1.0}",5,0.66
182,Ni1 Au1 N1 O2,NiAuNO2,ABCD2,Au-N-Ni-O,4,"[""Au"", ""N"", ""Ni"", ""O""]","{""Au"": 1.0, ""N"": 1.0, ""Ni"": 1.0, ""O"": 2.0}",5,1.7
183,Zr1 Au1 S1 O2,ZrAuSO2,ABCD2,Au-O-S-Zr,4,"[""Au"", ""O"", ""S"", ""Zr""]","{""Au"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Zr"": 1.0}",5,2.02
184,Y1 Mg1 N1 O2,YMgNO2,ABCD2,Mg-N-O-Y,4,"[""Mg"", ""N"", ""O"", ""Y""]","{""Mg"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Y"": 1.0}",5,1.06
185,Sn1 Hg1 S1 O2,SnHgSO2,ABCD2,Hg-O-S-Sn,4,"[""Hg"", ""O"", ""S"", ""Sn""]","{""Hg"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Sn"": 1.0}",5,1.24
186,Ba1 Nb1 O2 F1,BaNbO2F,ABCD2,Ba-F-Nb-O,4,"[""Ba"", ""F"", ""Nb"", ""O""]","{""Ba"": 1.0, ""F"": 1.0, ""Nb"": 1.0, ""O"": 2.0}",5,2.46
187,Y1 Os1 N1 O1 F1,YOsNOF,ABCDE,F-N-O-Os-Y,5,"[""F"", ""N"", ""O"", ""Os"", ""Y""]","{""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Os"": 1.0, ""Y"": 1.0}",5,2.52
188,Al1 Au1 N1 O1 F1,AlAuNOF,ABCDE,Al-Au-F-N-O,5,"[""Al"", ""Au"", ""F"", ""N"", ""O""]","{""Al"": 1.0, ""Au"": 1.0, ""F"": 1.0, ""N"": 1.0, ""O"": 1.0}",5,2.54
189,Cs1 Cu1 S1 O2,CsCuSO2,ABCD2,Cs-Cu-O-S,4,"[""Cs"", ""Cu"", ""O"", ""S""]","{""Cs"": 1.0, ""Cu"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,3.08
190,Ru1 Pt1 N1 O2,RuPtNO2,ABCD2,N-O-Pt-Ru,4,"[""N"", ""O"", ""Pt"", ""Ru""]","{""N"": 1.0, ""O"": 2.0, ""Pt"": 1.0, ""Ru"": 1.0}",5,1.84
191,Na1 Cr1 N1 O2,NaCrNO2,ABCD2,Cr-N-Na-O,4,"[""Cr"", ""N"", ""Na"", ""O""]","{""Cr"": 1.0, ""N"": 1.0, ""Na"": 1.0, ""O"": 2.0}",5,1.26
192,Zn1 Re1 N1 O1 F1,ZnReNOF,ABCDE,F-N-O-Re-Zn,5,"[""F"", ""N"", ""O"", ""Re"", ""Zn""]","{""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Re"": 1.0, ""Zn"": 1.0}",5,0.9
193,Cu1 Pb1 N1 O2,CuPbNO2,ABCD2,Cu-N-O-Pb,4,"[""Cu"", ""N"", ""O"", ""Pb""]","{""Cu"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Pb"": 1.0}",5,1.52
194,Tl1 Cd1 N3,TlCdN3,ABC3,Cd-N-Tl,3,"[""Cd"", ""N"", ""Tl""]","{""Cd"": 1.0, ""N"": 3.0, ""Tl"": 1.0}",5,2.32
195,Nb1 Cd1 O3,NbCdO3,ABC3,Cd-Nb-O,3,"[""Cd"", ""Nb"", ""O""]","{""Cd"": 1.0, ""Nb"": 1.0, ""O"": 3.0}",5,1.18
196,K1 Ba1 O3,KBaO3,ABC3,Ba-K-O,3,"[""Ba"", ""K"", ""O""]","{""Ba"": 1.0, ""K"": 1.0, ""O"": 3.0}",5,1.26
197,Mn1 Cu1 N1 O2,MnCuNO2,ABCD2,Cu-Mn-N-O,4,"[""Cu"", ""Mn"", ""N"", ""O""]","{""Cu"": 1.0, ""Mn"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,1.24
198,Ag1 Pd1 S1 O2,AgPdSO2,ABCD2,Ag-O-Pd-S,4,"[""Ag"", ""O"", ""Pd"", ""S""]","{""Ag"": 1.0, ""O"": 2.0, ""Pd"": 1.0, ""S"": 1.0}",5,1.46
199,Ta1 Te1 N1 O1 F1,TaTeNOF,ABCDE,F-N-O-Ta-Te,5,"[""F"", ""N"", ""O"", ""Ta"", ""Te""]","{""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Ta"": 1.0, ""Te"": 1.0}",5,1.48
200,B1 Ir1 N1 O2,BIrNO2,ABCD2,B-Ir-N-O,4,"[""B"", ""Ir"", ""N"", ""O""]","{""B"": 1.0, ""Ir"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,2.18
201,Mn1 Pd1 S1 O2,MnPdSO2,ABCD2,Mn-O-Pd-S,4,"[""Mn"", ""O"", ""Pd"", ""S""]","{""Mn"": 1.0, ""O"": 2.0, ""Pd"": 1.0, ""S"": 1.0}",5,1.26
202,Cu1 Ag1 N1 O2,CuAgNO2,ABCD2,Ag-Cu-N-O,4,"[""Ag"", ""Cu"", ""N"", ""O""]","{""Ag"": 1.0, ""Cu"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,1.88
203,Ca1 Si1 O2 F1,CaSiO2F,ABCD2,Ca-F-O-Si,4,"[""Ca"", ""F"", ""O"", ""Si""]","{""Ca"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Si"": 1.0}",5,0.7
204,Rb1 Co1 N2 O1,RbCoN2O,ABCD2,Co-N-O-Rb,4,"[""Co"", ""N"", ""O"", ""Rb""]","{""Co"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Rb"": 1.0}",5,4.18
205,Tl1 Os1 N2 O1,TlOsN2O,ABCD2,N-O-Os-Tl,4,"[""N"", ""O"", ""Os"", ""Tl""]","{""N"": 2.0, ""O"": 1.0, ""Os"": 1.0, ""Tl"": 1.0}",5,1.18
206,Ag1 Os1 O3,AgOsO3,ABC3,Ag-O-Os,3,"[""Ag"", ""O"", ""Os""]","{""Ag"": 1.0, ""O"": 3.0, ""Os"": 1.0}",5,1.1
207,Ca1 Nb1 O2 F1,CaNbO2F,ABCD2,Ca-F-Nb-O,4,"[""Ca"", ""F"", ""Nb"", ""O""]","{""Ca"": 1.0, ""F"": 1.0, ""Nb"": 1.0, ""O"": 2.0}",5,1.64
208,Sb1 Os1 S1 O2,SbOsSO2,ABCD2,O-Os-S-Sb,4,"[""O"", ""Os"", ""S"", ""Sb""]","{""O"": 2.0, ""Os"": 1.0, ""S"": 1.0, ""Sb"": 1.0}",5,1.02
209,In1 As1 O2 F1,InAsO2F,ABCD2,As-F-In-O,4,"[""As"", ""F"", ""In"", ""O""]","{""As"": 1.0, ""F"": 1.0, ""In"": 1.0, ""O"": 2.0}",5,0.68
210,Te1 Pb1 O3,TePbO3,ABC3,O-Pb-Te,3,"[""O"", ""Pb"", ""Te""]","{""O"": 3.0, ""Pb"": 1.0, ""Te"": 1.0}",5,1.18
211,Li1 Ru1 O3,LiRuO3,ABC3,Li-O-Ru,3,"[""Li"", ""O"", ""Ru""]","{""Li"": 1.0, ""O"": 3.0, ""Ru"": 1.0}",5,2.1
212,Ti1 Sb1 S1 O2,TiSbSO2,ABCD2,O-S-Sb-Ti,4,"[""O"", ""S"", ""Sb"", ""Ti""]","{""O"": 2.0, ""S"": 1.0, ""Sb"": 1.0, ""Ti"": 1.0}",5,1.46
213,Ba1 Os1 S1 O2,BaOsSO2,ABCD2,Ba-O-Os-S,4,"[""Ba"", ""O"", ""Os"", ""S""]","{""Ba"": 1.0, ""O"": 2.0, ""Os"": 1.0, ""S"": 1.0}",5,3.54
214,Rb1 Be1 N1 O2,RbBeNO2,ABCD2,Be-N-O-Rb,4,"[""Be"", ""N"", ""O"", ""Rb""]","{""Be"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Rb"": 1.0}",5,1.92
215,Co1 Bi1 O2 F1,CoBiO2F,ABCD2,Bi-Co-F-O,4,"[""Bi"", ""Co"", ""F"", ""O""]","{""Bi"": 1.0, ""Co"": 1.0, ""F"": 1.0, ""O"": 2.0}",5,0.68
216,Ga1 Sn1 S1 O2,GaSnSO2,ABCD2,Ga-O-S-Sn,4,"[""Ga"", ""O"", ""S"", ""Sn""]","{""Ga"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Sn"": 1.0}",5,0.88
217,Zr1 Bi1 N2 O1,ZrBiN2O,ABCD2,Bi-N-O-Zr,4,"[""Bi"", ""N"", ""O"", ""Zr""]","{""Bi"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Zr"": 1.0}",5,1.42
218,Sb1 Mo1 N2 O1,SbMoN2O,ABCD2,Mo-N-O-Sb,4,"[""Mo"", ""N"", ""O"", ""Sb""]","{""Mo"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Sb"": 1.0}",5,0.54
219,Tl1 Mo1 S1 O2,TlMoSO2,ABCD2,Mo-O-S-Tl,4,"[""Mo"", ""O"", ""S"", ""Tl""]","{""Mo"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Tl"": 1.0}",5,0.56
220,B1 Pb1 O2 F1,BPbO2F,ABCD2,B-F-O-Pb,4,"[""B"", ""F"", ""O"", ""Pb""]","{""B"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Pb"": 1.0}",5,0.92
221,Mn1 Re1 N1 O2,MnReNO2,ABCD2,Mn-N-O-Re,4,"[""Mn"", ""N"", ""O"", ""Re""]","{""Mn"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Re"": 1.0}",5,0.58
222,Co2 N1 O2,Co2NO2,AB2C2,Co-N-O,3,"[""Co"", ""N"", ""O""]","{""Co"": 2.0, ""N"": 1.0, ""O"": 2.0}",5,1.16
223,Cr1 Co1 N2 O1,CrCoN2O,ABCD2,Co-Cr-N-O,4,"[""Co"", ""Cr"", ""N"", ""O""]","{""Co"": 1.0, ""Cr"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,0.8
224,Re1 Ag1 N1 O2,ReAgNO2,ABCD2,Ag-N-O-Re,4,"[""Ag"", ""N"", ""O"", ""Re""]","{""Ag"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Re"": 1.0}",5,0.64
225,Tl1 Fe1 S1 O2,TlFeSO2,ABCD2,Fe-O-S-Tl,4,"[""Fe"", ""O"", ""S"", ""Tl""]","{""Fe"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Tl"": 1.0}",5,1.22
226,Sr1 Ca1 S1 O2,SrCaSO2,ABCD2,Ca-O-S-Sr,4,"[""Ca"", ""O"", ""S"", ""Sr""]","{""Ca"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Sr"": 1.0}",5,1.4
227,Sc1 Ti1 O3,ScTiO3,ABC3,O-Sc-Ti,3,"[""O"", ""Sc"", ""Ti""]","{""O"": 3.0, ""Sc"": 1.0, ""Ti"": 1.0}",5,0.26
228,Ca1 Te1 N1 O2,CaTeNO2,ABCD2,Ca-N-O-Te,4,"[""Ca"", ""N"", ""O"", ""Te""]","{""Ca"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Te"": 1.0}",5,0.82
229,Zn1 Cu1 N1 O1 F1,ZnCuNOF,ABCDE,Cu-F-N-O-Zn,5,"[""Cu"", ""F"", ""N"", ""O"", ""Zn""]","{""Cu"": 1.0, ""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Zn"": 1.0}",5,1.52
230,Sc1 Pd1 N3,ScPdN3,ABC3,N-Pd-Sc,3,"[""N"", ""Pd"", ""Sc""]","{""N"": 3.0, ""Pd"": 1.0, ""Sc"": 1.0}",5,1.54
231,Ba1 Mn1 O2 F1,BaMnO2F,ABCD2,Ba-F-Mn-O,4,"[""Ba"", ""F"", ""Mn"", ""O""]","{""Ba"": 1.0, ""F"": 1.0, ""Mn"": 1.0, ""O"": 2.0}",5,-0.06
232,Ru2 S1 O2,Ru2SO2,AB2C2,O-Ru-S,3,"[""O"", ""Ru"", ""S""]","{""O"": 2.0, ""Ru"": 2.0, ""S"": 1.0}",5,1.36
233,Ca1 V1 N3,CaVN3,ABC3,Ca-N-V,3,"[""Ca"", ""N"", ""V""]","{""Ca"": 1.0, ""N"": 3.0, ""V"": 1.0}",5,0.98
234,Si1 Te1 N1 O2,SiTeNO2,ABCD2,N-O-Si-Te,4,"[""N"", ""O"", ""Si"", ""Te""]","{""N"": 1.0, ""O"": 2.0, ""Si"": 1.0, ""Te"": 1.0}",5,2.04
235,Bi1 Pt1 O3,BiPtO3,ABC3,Bi-O-Pt,3,"[""Bi"", ""O"", ""Pt""]","{""Bi"": 1.0, ""O"": 3.0, ""Pt"": 1.0}",5,1.36
236,Ba1 Ir1 N3,BaIrN3,ABC3,Ba-Ir-N,3,"[""Ba"", ""Ir"", ""N""]","{""Ba"": 1.0, ""Ir"": 1.0, ""N"": 3.0}",5,3.96
237,Zn1 Sb1 O2 F1,ZnSbO2F,ABCD2,F-O-Sb-Zn,4,"[""F"", ""O"", ""Sb"", ""Zn""]","{""F"": 1.0, ""O"": 2.0, ""Sb"": 1.0, ""Zn"": 1.0}",5,0.8
238,Ca1 Os1 S1 O2,CaOsSO2,ABCD2,Ca-O-Os-S,4,"[""Ca"", ""O"", ""Os"", ""S""]","{""Ca"": 1.0, ""O"": 2.0, ""Os"": 1.0, ""S"": 1.0}",5,1.4
239,Rb1 Pt1 S1 O2,RbPtSO2,ABCD2,O-Pt-Rb-S,4,"[""O"", ""Pt"", ""Rb"", ""S""]","{""O"": 2.0, ""Pt"": 1.0, ""Rb"": 1.0, ""S"": 1.0}",5,1.62
240,Fe1 As1 N3,FeAsN3,ABC3,As-Fe-N,3,"[""As"", ""Fe"", ""N""]","{""As"": 1.0, ""Fe"": 1.0, ""N"": 3.0}",5,1.82
