sample_id,split_strategy,test_element_set,nearest_train_element_set,max_jaccard_similarity,n_shared_elements,n_test_elements,n_train_elements_nearest,target
3572,random_iid,B-Ir-N-O,B-Ir-N-O,1.0,4,4,4,1.74
3585,random_iid,F-Li-N-O-Pt,F-Li-N-O-Pt,1.0,5,5,5,2.34
3588,random_iid,Ag-B-F-O,Ag-B-F-O,1.0,4,4,4,2.94
3608,random_iid,Al-O-Ta,Al-O-Ta,1.0,3,3,3,0.76
3616,random_iid,F-O-Rh-Si,F-O-Rh-Si,1.0,4,4,4,2.02
3617,random_iid,Au-N-Sb,Au-N-Sb,1.0,3,3,3,2.34
3623,random_iid,N-O-Rb-Si,N-O-Rb-Si,1.0,4,4,4,1.98
3635,random_iid,N-Pb-Re,N-Pb-Re,1.0,3,3,3,0.64
3651,random_iid,Ba-Ca-N,Ba-Ca-N,1.0,3,3,3,2.9
3656,random_iid,F-Ge-O-Si,F-Ge-N-O-Si,0.8,4,4,5,0.98
3684,random_iid,F-N-O-Pb-V,F-N-O-Pb-V,1.0,5,5,5,0.36
3703,random_iid,In-Ir-N,In-Ir-N,1.0,3,3,3,1.32
3704,random_iid,As-F-La-O,As-F-La-O,1.0,4,4,4,1.32
3707,random_iid,In-K-O-S,In-K-O-S,1.0,4,4,4,2.64
3721,random_iid,N-Na-Ni-O,N-Na-Ni-O,1.0,4,4,4,1.94
3725,random_iid,F-K-Ni-O,F-K-N-Ni-O,0.8,4,4,5,2.88
3733,random_iid,F-N-O-Ru-Zr,F-N-O-Ru-Zr,1.0,5,5,5,1.3
3739,random_iid,Cs-O-S-Ti,Cs-O-S-Ti,1.0,4,4,4,3.46
3746,random_iid,Co-Cs-F-N-O,Co-Cs-F-O,0.8,4,5,4,1.4
3753,random_iid,Fe-Ga-N-O,Fe-Ga-N-O,1.0,4,4,4,1.28
3755,random_iid,As-Cu-N-O,As-Cu-N-O,1.0,4,4,4,1.44
3776,random_iid,In-N-O-Pd,In-N-O-Pd,1.0,4,4,4,1.58
3781,random_iid,Cs-N-Nb-O,Cs-N-Nb-O,1.0,4,4,4,1.28
3788,random_iid,Li-Ni-O,F-Li-Ni-O,0.75,3,3,4,2.04
3798,random_iid,Bi-F-O-Ti,Bi-F-O-Ti,1.0,4,4,4,0.56
3821,random_iid,Cs-F-Hf-N-O,Cs-F-Hf-O,0.8,4,5,4,0.96
3844,random_iid,Be-K-N,Be-K-N,1.0,3,3,3,2.94
3848,random_iid,Ba-Mn-O,Ba-Mn-O,1.0,3,3,3,-0.08
3851,random_iid,Co-O-Re,Co-O-Re,1.0,3,3,3,0.94
3857,random_iid,Mg-O-Re-S,Mg-O-Re-S,1.0,4,4,4,0.9
3860,random_iid,O-Pt-Sc,O-Pt-Sc,1.0,3,3,3,1.36
3865,random_iid,B-O,Ag-B-O,0.6666666666666666,2,2,3,1.94
3886,random_iid,Co-F-Mn-O,Co-F-Mn-O,1.0,4,4,4,0.7
3894,random_iid,N-O-Rb-V,N-O-Rb-V,1.0,4,4,4,0.4
3910,random_iid,F-Hf-Mn-N-O,F-Hf-Mn-N-O,1.0,5,5,5,0.86
3919,random_iid,F-O-Pb-V,F-N-O-Pb-V,0.8,4,4,5,0.08
3934,random_iid,N-Na-O-Sr,N-Na-O-Sr,1.0,4,4,4,2.8
3938,random_iid,Cu-O-Os-S,Cu-O-Os,0.75,3,4,3,2.26
3948,random_iid,N-Na-O,Ag-N-Na-O,0.75,3,3,4,1.78
3974,random_iid,Ba-O-Rh-S,Ba-O-Rh-S,1.0,4,4,4,2.74
3975,random_iid,B-F-Ga-N-O,B-F-Ga-O,0.8,4,5,4,1.24
3984,random_iid,F-In-N-O-Pb,F-In-O-Pb,0.8,4,5,4,1.2
4010,random_iid,N-O-Rh-W,N-O-Rh-W,1.0,4,4,4,0.56
4032,random_iid,B-Hf-N-O,B-Hf-N-O,1.0,4,4,4,2.3
4046,random_iid,Hf-N-O-Zn,Hf-N-O-Zn,1.0,4,4,4,1.1
4049,random_iid,Be-O-Y,Be-O-Y,1.0,3,3,3,2.26
4058,random_iid,Bi-F-Hg-N-O,Bi-F-Hg-N-O,1.0,5,5,5,1.24
4061,random_iid,N-O-Pt-Te,N-O-Pt-Te,1.0,4,4,4,1.46
4069,random_iid,N-Na-O-Te,N-Na-O-Te,1.0,4,4,4,1.68
4073,random_iid,Ca-Fe-N,Ca-Fe-N-O,0.75,3,3,4,1.98
4093,random_iid,B-Cr-N-O,B-Cr-N-O,1.0,4,4,4,2.34
4097,random_iid,Ag-O-Sc,Ag-O-Sc,1.0,3,3,3,1.48
4101,random_iid,Au-F-O-Rh,Au-F-O-Rh,1.0,4,4,4,1.32
4105,random_iid,Cs-K-N,Cs-K-N-O,0.75,3,3,4,3.9
4110,random_iid,Co-Cu-F-N-O,Co-Cu-F-O,0.8,4,5,4,1.88
4115,random_iid,Fe-O-Tl,Fe-O-Tl,1.0,3,3,3,0.76
4126,random_iid,N-Ta-Y,N-Ta-Y,1.0,3,3,3,2.48
4128,random_iid,F-O-Pt-V,F-N-O-Pt-V,0.8,4,4,5,1.46
4149,random_iid,Au-Cs-O-S,Au-Cs-O-S,1.0,4,4,4,1.82
4153,random_iid,La-Mo-O-S,La-Mo-O-S,1.0,4,4,4,1.12
4156,random_iid,Cu-Li-N,Cu-Li-N,1.0,3,3,3,2.56
4166,random_iid,Fe-K-N-O,Fe-K-N-O,1.0,4,4,4,1.78
4178,random_iid,Ca-O-Rb,Ca-O-Rb,1.0,3,3,3,1.86
4193,random_iid,F-Ga-Ge-O,F-Ga-Ge-O,1.0,4,4,4,0.44
4205,random_iid,Mo-N-O-Si,Mo-N-O-Si,1.0,4,4,4,1.5
4245,random_iid,Cd-Fe-N-O,Cd-Fe-N-O,1.0,4,4,4,2.14
4269,random_iid,Ag-In-O-S,Ag-In-O-S,1.0,4,4,4,1.58
4286,random_iid,Cd-In-N,Cd-In-N,1.0,3,3,3,2.04
4291,random_iid,Ba-N-O-Ru,Ba-N-O-Ru,1.0,4,4,4,0.62
4304,random_iid,Ba-N-O-Sn,Ba-N-O-Sn,1.0,4,4,4,1.92
4318,random_iid,Mn-N-Rb,Mn-N-Rb,1.0,3,3,3,1.92
4325,random_iid,Au-B-O-S,Au-B-O,0.75,3,4,3,1.62
4328,random_iid,Ba-F-Ni-O,Ba-F-Ni-O,1.0,4,4,4,2.08
4333,random_iid,F-N-O-Pd-Zr,F-N-O-Pd-Zr,1.0,5,5,5,1.86
4338,random_iid,N-O-Sb-Sr,N-O-Sb-Sr,1.0,4,4,4,2.14
4339,random_iid,Au-F-N-O-Zn,Au-F-N-O-Zn,1.0,5,5,5,1.68
4344,random_iid,Cs-N-O-Pb,Cs-N-O-Pb,1.0,4,4,4,2.98
4351,random_iid,Bi-F-N-O-Pd,Bi-F-N-O-Pd,1.0,5,5,5,1.26
4375,random_iid,F-Ir-K-N-O,F-Ir-K-N-O,1.0,5,5,5,1.22
4385,random_iid,Li-O-S-Sn,Li-O-S-Sn,1.0,4,4,4,1.14
4393,random_iid,Cd-O-Os,Cd-O-Os,1.0,3,3,3,1.0
4400,random_iid,Be-F-O-Te,Be-F-O-Te,1.0,4,4,4,1.14
4401,random_iid,Cs-Hf-O-S,Cs-Hf-O-S,1.0,4,4,4,1.0
4407,random_iid,F-Ir-La-O,F-Ir-La-N-O,0.8,4,4,5,1.22
4411,random_iid,Co-F-N-O-Sn,Co-F-N-O-Sn,1.0,5,5,5,0.88
4438,random_iid,Cs-N-O-Sr,Cs-N-O-Sr,1.0,4,4,4,3.22
4445,random_iid,Cr-Mn-O,Cr-Mn-O,1.0,3,3,3,0.48
4462,random_iid,Mg-N-O-Ta,Mg-N-O-Ta,1.0,4,4,4,0.72
4475,random_iid,K-N-Pd,K-N-Pd,1.0,3,3,3,2.42
4488,random_iid,Au-N-Te,Au-N-O-Te,0.75,3,3,4,2.5
4501,random_iid,Ag-Hf-O-S,Ag-Hf-O-S,1.0,4,4,4,0.78
4510,random_iid,Ga-O,Ag-Ga-O,0.6666666666666666,2,2,3,0.96
4525,random_iid,O-Rh-S-Si,O-Rh-S,0.75,3,4,3,1.74
4547,random_iid,F-Hf-O-Sn,F-Hf-N-O-Sn,0.8,4,4,5,0.44
4548,random_iid,Al-F-Ir-O,Al-F-Ir-O,1.0,4,4,4,1.92
4572,random_iid,Cr-F-Ir-N-O,Cr-F-Ir-N-O,1.0,5,5,5,1.68
4574,random_iid,K-O-Te,F-K-O-Te,0.75,3,3,4,0.38
4577,random_iid,F-O-Pd-Zr,F-N-O-Pd-Zr,0.8,4,4,5,1.9
4590,random_iid,N-O-Ta-Zn,N-O-Ta-Zn,1.0,4,4,4,1.16
4596,random_iid,N-Rb-Sc,N-Rb-Sc,1.0,3,3,3,2.6
4600,random_iid,N-O-Pt-Si,N-O-Pt-Si,1.0,4,4,4,1.84
4602,random_iid,Ca-F-N-Ni-O,Ca-F-N-Ni-O,1.0,5,5,5,2.42
4614,random_iid,Fe-N-Ti,Fe-N-Ti,1.0,3,3,3,1.94
4618,random_iid,As-La-O-S,As-La-O-S,1.0,4,4,4,1.1
4629,random_iid,Ga-O-S-Sb,Ga-O-S,0.75,3,4,3,0.68
4634,random_iid,N-O-Sb-W,N-O-Sb-W,1.0,4,4,4,1.24
4638,random_iid,O-V-W,O-V-W,1.0,3,3,3,0.8
4667,random_iid,Mn-Nb-O,Mn-Nb-O,1.0,3,3,3,0.22
4693,random_iid,As-Be-F-O,As-Be-F-O,1.0,4,4,4,1.08
4706,random_iid,Cu-N-O-Ti,Cu-N-O-Ti,1.0,4,4,4,1.48
4720,random_iid,N-O-Ru-Sr,N-O-Ru-Sr,1.0,4,4,4,3.54
4730,random_iid,O-Pt-Te,F-O-Pt-Te,0.75,3,3,4,1.54
4731,random_iid,Bi-K-N,Bi-K-N-O,0.75,3,3,4,2.42
4738,random_iid,N-O-Te-Tl,N-O-Te-Tl,1.0,4,4,4,2.06
4739,random_iid,Ga-Nb-O,Ga-Nb-O,1.0,3,3,3,0.58
4743,random_iid,Mg-O-V,F-Mg-O-V,0.75,3,3,4,0.02
4762,random_iid,Cr-N-Ni-O,Cr-N-Ni-O,1.0,4,4,4,1.34
4771,random_iid,O-Sb-Sr,O-Sb-Sr,1.0,3,3,3,1.1
4788,random_iid,Co-N-O-Rh,Co-N-O-Rh,1.0,4,4,4,1.64
4822,random_iid,Cd-F-Mn-O,Cd-F-Mn-O,1.0,4,4,4,0.26
4824,random_iid,Co-O-Pt-S,Co-O-Pt-S,1.0,4,4,4,1.4
4828,random_iid,O-Os-Te,O-Os-Te,1.0,3,3,3,1.78
4836,random_iid,Li-N-O-Os,Li-N-O-Os,1.0,4,4,4,2.4
4843,random_iid,F-N-O-Pd-Te,F-N-O-Pd,0.8,4,5,4,1.54
4856,random_iid,As-Li-O,As-Li-O,1.0,3,3,3,1.38
4860,random_iid,K-Mo-N-O,K-Mo-N-O,1.0,4,4,4,0.1
4881,random_iid,O-Rb-Te,O-Rb-Te,1.0,3,3,3,0.44
4884,random_iid,Cr-O-S-Y,Cr-O-S-Y,1.0,4,4,4,0.42
4899,random_iid,Bi-F-O-Ru,Bi-F-O-Ru,1.0,4,4,4,1.08
4909,random_iid,Ca-N-Zn,Ca-N-Zn,1.0,3,3,3,2.12
4918,random_iid,Hg-K-N,Hg-K-N,1.0,3,3,3,3.64
4929,random_iid,Co-F-O-Sn,Co-F-O-Sn,1.0,4,4,4,0.96
4935,random_iid,Cd-O-Ru,Cd-O-Ru,1.0,3,3,3,0.96
4936,random_iid,K-Nb-O,F-K-Nb-O,0.75,3,3,4,-0.42
4954,random_iid,Mg-N-O-Sc,Mg-N-O-Sc,1.0,4,4,4,0.96
4973,random_iid,Mo-Nb-O-S,Mo-Nb-O-S,1.0,4,4,4,0.84
4977,random_iid,Ir-O-Y,Ir-O-Y,1.0,3,3,3,2.2
4981,random_iid,Cu-F-Li-N-O,Cu-F-Li-N-O,1.0,5,5,5,1.6
4982,random_iid,F-Hg-Mn-O,F-Hg-Mn-O,1.0,4,4,4,0.58
4983,random_iid,Li-N-Pb,Li-N-Pb,1.0,3,3,3,2.7
4989,random_iid,K-O-Os,K-O-Os,1.0,3,3,3,2.0
4999,random_iid,O-S-Te-Y,O-S-Te-Y,1.0,4,4,4,0.98
5000,random_iid,Ir-Li-N-O,Ir-Li-N-O,1.0,4,4,4,1.22
5019,random_iid,Al-N-O,Al-N-O,1.0,3,3,3,1.76
5020,random_iid,Co-F-N-Na-O,Co-F-N-O,0.8,4,5,4,1.1
5022,random_iid,F-Mo-O-Sr,F-Mo-O-Sr,1.0,4,4,4,0.42
5026,random_iid,O-Rh-S-Sc,O-Rh-S-Sc,1.0,4,4,4,1.26
5028,random_iid,F-N-O-Sn-Zr,F-N-O-Sn-Zr,1.0,5,5,5,0.52
5035,random_iid,F-Mn-N-Ni-O,F-Mn-N-Ni-O,1.0,5,5,5,1.18
5038,random_iid,N-O-Pd-Rh,N-O-Pd-Rh,1.0,4,4,4,1.8
5069,random_iid,Hf-N-O-Pd,Hf-N-O-Pd,1.0,4,4,4,1.98
5094,random_iid,N-Sn-V,N-O-Sn-V,0.75,3,3,4,1.02
5106,random_iid,Ba-Ga-O-S,Ba-Ga-O-S,1.0,4,4,4,1.98
5107,random_iid,O-Ru-Si,N-O-Ru-Si,0.75,3,3,4,1.2
5112,random_iid,F-Mg-N-O-Pt,F-Mg-N-O-Pt,1.0,5,5,5,1.8
5116,random_iid,F-Hf-Na-O,F-Hf-Na-O,1.0,4,4,4,0.16
5118,random_iid,O-Re-S-V,O-Re-S-V,1.0,4,4,4,0.8
5129,random_iid,Al-La-N-O,Al-La-N-O,1.0,4,4,4,0.62
5133,random_iid,N-O-Rb-Tl,N-O-Rb-Tl,1.0,4,4,4,3.42
5148,random_iid,Be-Bi-F-N-O,Be-Bi-F-N-O,1.0,5,5,5,1.08
5170,random_iid,B-Mg-O,B-Mg-O,1.0,3,3,3,2.76
5182,random_iid,Cs-Cu-N,Cs-Cu-N,1.0,3,3,3,2.68
5186,random_iid,N-O-Pd-V,N-O-Pd-V,1.0,4,4,4,1.82
5194,random_iid,Cs-Li-N-O,Cs-Li-N-O,1.0,4,4,4,3.48
5195,random_iid,F-Ga-Ir-N-O,F-Ga-Ir-N-O,1.0,5,5,5,1.76
5203,random_iid,Cr-N-Ti,Cr-N-Ti,1.0,3,3,3,1.44
5217,random_iid,Hf-N-Tl,Hf-N-O-Tl,0.75,3,3,4,1.38
5219,random_iid,Ge-N-Sr,Ge-N-Sr,1.0,3,3,3,2.18
5224,random_iid,Be-N-O-Re,Be-N-O-Re,1.0,4,4,4,0.86
5230,random_iid,B-Hf-N-O,B-Hf-N-O,1.0,4,4,4,1.06
5267,random_iid,Al-N-O-Sc,Al-N-O-Sc,1.0,4,4,4,0.84
5280,random_iid,Ba-Cu-O-S,Ba-Cu-O,0.75,3,4,3,1.04
5282,random_iid,F-Mg-N-O-Re,F-Mg-N-O-Re,1.0,5,5,5,2.06
5337,random_iid,Mo-N-O-Sc,Mo-N-O-Sc,1.0,4,4,4,0.82
5343,random_iid,Be-Cr-O,Be-Cr-O,1.0,3,3,3,1.04
5348,random_iid,Ca-F-N-O-Tl,Ca-F-N-O-Tl,1.0,5,5,5,1.68
5358,random_iid,Cd-Na-O-S,Cd-Na-O-S,1.0,4,4,4,1.52
5363,random_iid,N-Ni-O-Zr,N-Ni-O-Zr,1.0,4,4,4,0.88
5380,random_iid,F-N-Na-O-Rh,F-N-Na-O-Rh,1.0,5,5,5,1.72
5386,random_iid,Cr-N-Pb,Cr-N-Pb,1.0,3,3,3,1.86
5391,random_iid,F-O-Rb-Sb,F-O-Rb-Sb,1.0,4,4,4,2.34
5416,random_iid,Li-O-S-Sc,Li-O-S-Sc,1.0,4,4,4,1.82
5421,random_iid,B-N-Tl,B-N-Tl,1.0,3,3,3,2.44
5426,random_iid,F-K-O-Ru,F-K-O-Ru,1.0,4,4,4,0.86
5441,random_iid,Ge-N-W,Ge-N-W,1.0,3,3,3,1.2
5446,random_iid,Mg-N-O-Os,Mg-N-O-Os,1.0,4,4,4,1.32
5458,random_iid,N-O-Ti-Tl,N-O-Ti-Tl,1.0,4,4,4,2.72
5460,random_iid,Mo-N-O-Pb,Mo-N-O-Pb,1.0,4,4,4,1.58
5465,random_iid,Co-Fe-N-O,Co-Fe-N-O,1.0,4,4,4,1.08
5466,random_iid,Cr-Fe-N-O,Cr-Fe-N-O,1.0,4,4,4,1.2
5474,random_iid,F-O-V-W,F-O-V-W,1.0,4,4,4,1.28
5483,random_iid,Au-Ge-N-O,Au-Ge-N-O,1.0,4,4,4,1.24
5496,random_iid,Cr-F-O-Sb,Cr-F-O-Sb,1.0,4,4,4,0.5
5514,random_iid,F-Ge-O-Ta,F-Ge-O-Ta,1.0,4,4,4,1.48
5527,random_iid,Hg-Mo-O-S,Hg-Mo-O-S,1.0,4,4,4,2.26
5537,random_iid,N-O-Pd-Ta,N-O-Pd-Ta,1.0,4,4,4,1.48
5547,random_iid,Fe-Hf-N-O,Fe-Hf-N-O,1.0,4,4,4,0.78
5548,random_iid,Fe-Hg-O,Fe-Hg-O,1.0,3,3,3,2.1
5549,random_iid,Mo-N-O-Zr,Mo-N-O-Zr,1.0,4,4,4,1.16
5564,random_iid,Be-N-O-Sr,Be-N-O-Sr,1.0,4,4,4,1.28
5568,random_iid,N-Nb-O-Y,N-Nb-O-Y,1.0,4,4,4,0.58
5572,random_iid,F-Mo-N-Nb-O,F-Mo-N-Nb-O,1.0,5,5,5,0.98
5589,random_iid,O-Sn-Sr,O-Sn-Sr,1.0,3,3,3,1.14
5597,random_iid,F-N-O-Pb-Tl,F-N-O-Pb,0.8,4,5,4,1.26
5620,random_iid,Ga-N-W,Ga-N-O-W,0.75,3,3,4,0.7
5654,random_iid,Ca-F-Fe-N-O,Ca-F-Fe-N-O,1.0,5,5,5,2.7
5659,random_iid,Ba-N-O-Y,Ba-N-O-Y,1.0,4,4,4,2.56
5671,random_iid,F-N-O-Os-Sn,F-N-O-Os-Sn,1.0,5,5,5,1.9
5683,random_iid,Mg-O-Pt-S,Mg-O-Pt-S,1.0,4,4,4,1.34
5701,random_iid,F-K-N-O-Ru,F-K-N-O-Ru,1.0,5,5,5,1.04
5707,random_iid,B-N-O-Te,B-N-O-Te,1.0,4,4,4,1.24
5709,random_iid,Be-Mg-N-O,Be-Mg-N-O,1.0,4,4,4,1.48
5732,random_iid,K-N-O-Tl,K-N-O-Tl,1.0,4,4,4,1.4
5748,random_iid,In-N-O-Rh,In-N-O-Rh,1.0,4,4,4,1.12
5761,random_iid,Cu-F-N-O-V,Cu-F-N-O,0.8,4,5,4,1.48
5762,random_iid,Ba-O-Pd,Ba-O-Pd,1.0,3,3,3,0.8
5764,random_iid,Ca-O-S-Sc,Ca-O-S-Sc,1.0,4,4,4,0.96
5770,random_iid,F-O-Rh-Ti,F-N-O-Rh-Ti,0.8,4,4,5,1.54
5786,random_iid,La-N-O-Pd,La-N-O-Pd,1.0,4,4,4,2.34
5787,random_iid,F-Ir-O-Te,F-Ir-N-O-Te,0.8,4,4,5,1.48
5800,random_iid,Be-F-K-N-O,Be-F-K-N-O,1.0,5,5,5,1.98
5803,random_iid,Ge-O-Rb-S,Ge-O-Rb,0.75,3,4,3,2.86
5814,random_iid,Ag-F-O-V,Ag-F-O-V,1.0,4,4,4,0.34
5815,random_iid,Cd-N-Ni-O,Cd-N-Ni-O,1.0,4,4,4,1.66
5833,random_iid,N-O-Os,N-O-Os,1.0,3,3,3,1.46
5841,random_iid,N-Na-Pd,N-Na-Pd,1.0,3,3,3,2.36
5847,random_iid,F-Hf-O-Re,F-Hf-O-Re,1.0,4,4,4,1.66
5849,random_iid,Bi-N-O-Ru,Bi-N-O-Ru,1.0,4,4,4,1.64
5858,random_iid,Co-Ga-N-O,Co-Ga-N-O,1.0,4,4,4,0.98
5862,random_iid,O-Sb-Si,F-O-Sb-Si,0.75,3,3,4,1.62
5863,random_iid,Au-O-Os,Au-O-Os,1.0,3,3,3,1.42
5885,random_iid,Ga-N-O-Sb,Ga-N-O-Sb,1.0,4,4,4,0.96
5888,random_iid,F-O-Os-Tl,F-O-Os-Tl,1.0,4,4,4,2.08
5894,random_iid,Cs-O-Si,Cs-F-O-Si,0.75,3,3,4,2.4
5915,random_iid,Ca-Fe-N-O,Ca-Fe-N-O,1.0,4,4,4,0.64
5921,random_iid,F-O-Sr-Tl,F-N-O-Sr-Tl,0.8,4,4,5,0.74
5927,random_iid,Ba-N-O-Ta,Ba-N-O-Ta,1.0,4,4,4,0.32
5928,random_iid,Co-La-N-O,Co-La-N-O,1.0,4,4,4,2.2
5937,random_iid,Cd-F-N-Na-O,Cd-F-N-Na-O,1.0,5,5,5,2.02
5942,random_iid,N-Pb-Si,N-Pb-Si,1.0,3,3,3,2.32
5954,random_iid,F-O-Rh-Sc,F-O-Rh-Sc,1.0,4,4,4,1.6
5963,random_iid,N-O-Re-Rh,N-O-Re-Rh,1.0,4,4,4,2.22
5971,random_iid,Ba-Be-N-O,Ba-Be-N-O,1.0,4,4,4,2.62
5990,random_iid,La-N-Ni-O,La-N-Ni-O,1.0,4,4,4,2.52
6027,random_iid,Al-Cd-F-O,Al-Cd-F-O,1.0,4,4,4,0.28
6029,random_iid,Hf-N-Ti,Hf-N-Ti,1.0,3,3,3,1.02
6051,random_iid,Ga-La-N,Ga-La-N-O,0.75,3,3,4,0.92
6053,random_iid,Bi-Cr-N-O,Bi-Cr-N-O,1.0,4,4,4,1.04
6062,random_iid,Cd-N-Y,Cd-N-O-Y,0.75,3,3,4,1.96
6063,random_iid,O-Ta-W,O-Ta-W,1.0,3,3,3,1.32
6067,random_iid,F-O-Pt-Sc,F-O-Pt-Sc,1.0,4,4,4,1.32
6070,random_iid,Co-F-O-Te,Co-F-O-Te,1.0,4,4,4,1.06
6074,random_iid,Cd-N-O-Zn,Cd-N-O-Zn,1.0,4,4,4,1.48
6084,random_iid,Hf-K-N-O,Hf-K-N-O,1.0,4,4,4,3.2
6110,random_iid,Ge-O-Rb-S,Ge-O-Rb,0.75,3,4,3,1.16
6118,random_iid,N-O-Os-Zn,N-O-Os-Zn,1.0,4,4,4,1.18
6128,random_iid,Cr-N-Zn,Cr-N-Zn,1.0,3,3,3,1.2
6164,random_iid,F-In-Mo-O,F-In-Mo-N-O,0.8,4,4,5,1.12
6179,random_iid,Mg-Mo-O,Mg-Mo-O,1.0,3,3,3,0.42
6193,random_iid,Ba-O-Zn,Ba-O-Zn,1.0,3,3,3,0.66
6220,random_iid,F-Fe-N-O,Ag-F-Fe-N-O,0.8,4,4,5,1.14
6246,random_iid,Co-F-O-W,Co-F-O-W,1.0,4,4,4,1.1
6252,random_iid,Ag-F-N-O-Os,Ag-F-N-O-Os,1.0,5,5,5,0.92
6253,random_iid,N-Sc-Te,N-Sc-Te,1.0,3,3,3,1.46
6258,random_iid,Cd-N-O-Pd,Cd-N-O-Pd,1.0,4,4,4,2.3
6267,random_iid,N-Na-O-Re,N-Na-O-Re,1.0,4,4,4,0.74
6271,random_iid,Cs-F-N-O-Pt,Cs-F-N-O-Pt,1.0,5,5,5,3.3
6275,random_iid,In-Mg-N,In-Mg-N,1.0,3,3,3,1.98
6299,random_iid,Au-Be-O-S,Au-Be-O-S,1.0,4,4,4,1.68
6315,random_iid,Co-N-O-Ta,Co-N-O-Ta,1.0,4,4,4,1.04
6329,random_iid,F-Mg-N-O-W,F-Mg-N-O-W,1.0,5,5,5,1.86
6345,random_iid,Cu-Mo-N-O,Cu-Mo-N-O,1.0,4,4,4,0.6
6348,random_iid,Be-Ir-O-S,Be-Ir-O-S,1.0,4,4,4,1.6
6355,random_iid,Co-F-N-O-Si,Co-F-N-O-Si,1.0,5,5,5,1.82
6367,random_iid,N-O-Rb-Ta,N-O-Rb-Ta,1.0,4,4,4,4.36
6389,random_iid,O-S-Sr,Ag-O-S-Sr,0.75,3,3,4,1.66
6392,random_iid,B-F-O-W,B-F-O-W,1.0,4,4,4,1.68
6402,random_iid,Ca-N-Sn,Ca-N-Sn,1.0,3,3,3,1.7
6405,random_iid,Fe-N-Rb,Fe-N-O-Rb,0.75,3,3,4,2.76
6417,random_iid,F-Ir-La-O,F-Ir-La-N-O,0.8,4,4,5,2.04
6423,random_iid,O-Rh-Te,O-Rh-Te,1.0,3,3,3,1.52
6425,random_iid,As-F-N-O-W,As-F-N-O-W,1.0,5,5,5,0.72
6440,random_iid,F-In-Mo-N-O,F-In-Mo-N-O,1.0,5,5,5,1.5
6442,random_iid,Hg-O-Y,Hg-O-Y,1.0,3,3,3,1.6
6444,random_iid,Mo-N-O-Sn,Mo-N-O-Sn,1.0,4,4,4,0.48
6455,random_iid,Bi-N-Ni-O,Bi-N-Ni-O,1.0,4,4,4,1.0
6462,random_iid,Mo-N-V,Mo-N-V,1.0,3,3,3,1.1
6472,random_iid,Ca-N-Nb-O,Ca-N-Nb-O,1.0,4,4,4,0.62
6492,random_iid,Fe-O-S-Tl,Fe-O-S-Tl,1.0,4,4,4,0.86
6504,random_iid,B-N-O-Ru,B-N-O-Ru,1.0,4,4,4,2.64
6508,random_iid,Al-N-O-Sn,Al-N-O-Sn,1.0,4,4,4,0.78
6512,random_iid,O-Pt-Te,F-O-Pt-Te,0.75,3,3,4,1.72
6515,random_iid,Co-F-N-O-W,Co-F-N-O-W,1.0,5,5,5,0.9
6517,random_iid,In-Mo-O,In-Mo-O,1.0,3,3,3,0.26
6527,random_iid,Ba-N-O-Si,Ba-N-O-Si,1.0,4,4,4,2.16
6532,random_iid,Fe-N-O-Pd,Fe-N-O-Pd,1.0,4,4,4,1.62
6544,random_iid,Hg-N-O-Tl,Hg-N-O-Tl,1.0,4,4,4,2.26
6550,random_iid,As-N-O-Te,As-N-O-Te,1.0,4,4,4,1.14
6577,random_iid,Bi-Mn-N-O,Bi-Mn-N-O,1.0,4,4,4,0.98
6580,random_iid,O-S-Ti-Zr,O-S-Ti-Zr,1.0,4,4,4,0.94
6584,random_iid,Ag-K-N,Ag-K-N,1.0,3,3,3,2.84
6590,random_iid,Ba-Cr-N-O,Ba-Cr-N-O,1.0,4,4,4,0.22
6600,random_iid,Ga-N-Pb,Ga-N-Pb,1.0,3,3,3,1.62
6601,random_iid,Cr-In-O-S,Cr-In-O-S,1.0,4,4,4,0.86
6602,random_iid,Ag-F-N-O-Tl,Ag-F-N-O-Tl,1.0,5,5,5,1.38
6608,random_iid,N-Pb-Sc,N-Pb-Sc,1.0,3,3,3,1.74
6632,random_iid,Mo-O-S-Sb,Mo-O-S-Sb,1.0,4,4,4,1.16
6641,random_iid,Cu-N-O-Tl,Cu-N-O-Tl,1.0,4,4,4,2.24
6647,random_iid,As-Mo-N-O,As-Mo-N-O,1.0,4,4,4,1.48
6660,random_iid,As-N-Nb-O,As-N-Nb-O,1.0,4,4,4,0.54
6685,random_iid,Be-Hf-O-S,Be-Hf-O-S,1.0,4,4,4,0.96
6705,random_iid,Al-N-O-Te,Al-N-O-Te,1.0,4,4,4,1.88
6717,random_iid,Mn-Mo-N-O,Mn-Mo-N-O,1.0,4,4,4,0.88
6723,random_iid,K-N-O-Sr,K-N-O-Sr,1.0,4,4,4,1.74
6733,random_iid,F-Ge-N-O-Pd,F-Ge-N-O-Pd,1.0,5,5,5,1.46
6734,random_iid,Be-Hg-N-O,Be-Hg-N-O,1.0,4,4,4,2.22
6735,random_iid,Bi-La-N,Bi-La-N,1.0,3,3,3,1.5
6740,random_iid,Co-Li-O,Co-Li-O,1.0,3,3,3,0.96
6741,random_iid,N-O-Os-Si,N-O-Os-Si,1.0,4,4,4,1.78
6758,random_iid,Ga-N-O-Pd,Ga-N-O-Pd,1.0,4,4,4,1.48
